0.10716 0.00119 5.37639 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 2.52219049e+08
0.10716 0.00119 4.70434 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 5.52285317e+08
0.10716 0.00119 4.03229 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 5.41176925e+08
0.10716 0.00119 3.36025 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.53596964e+08
0.10716 0.00119 2.68820 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 5.44702517e+08
0.10716 0.00119 2.01615 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.96547511e+08
0.10716 0.00119 1.34410 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 5.10789750e+08
0.10716 0.00119 0.67205 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 5.11265453e+08
0.10716 0.00119 -0.00000 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 5.03262921e+08
0.10716 0.00119 -0.67205 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 5.11153509e+08
0.10716 0.00119 -1.34410 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 5.09250813e+08
0.10716 0.00119 -2.01615 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.95204417e+08
0.10716 0.00119 -2.68820 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 5.42492033e+08
0.10716 0.00119 -3.36025 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.52002055e+08
0.10716 0.00119 -4.03229 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 5.40617322e+08
0.10716 0.00119 -4.70434 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 5.51529812e+08
0.10716 0.00119 -5.37639 1.17778 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 2.51659447e+08
0.10716 0.00119 5.71242 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 1.88842514e+08
0.10716 0.00119 5.04037 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 6.89727079e+08
0.10716 0.00119 4.36832 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 2.28883058e+08
0.10716 0.00119 3.69627 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.18592977e+08
0.10716 0.00119 3.02422 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 3.90276386e+08
0.10716 0.00119 2.35217 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 3.44136021e+08
0.10716 0.00119 1.68012 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.09918928e+08
0.10716 0.00119 1.00807 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 3.50907374e+08
0.10716 0.00119 0.33602 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 3.85995318e+08
0.10716 0.00119 -0.33602 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 3.86387064e+08
0.10716 0.00119 -1.00807 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 3.51075260e+08
0.10716 0.00119 -1.68012 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.11513837e+08
0.10716 0.00119 -2.35217 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 3.45339214e+08
0.10716 0.00119 -3.02422 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 3.91899281e+08
0.10716 0.00119 -3.69627 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.19208552e+08
0.10716 0.00119 -4.36832 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 2.29162860e+08
0.10716 0.00119 -5.04037 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 6.89531177e+08
0.10716 0.00119 -5.71242 0.58889 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 1.88590684e+08
0.10716 0.00119 5.37639 -0.00000 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.79591157e+08
0.10716 0.00119 4.70434 -0.00000 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 2.91000473e+08
0.10716 0.00119 4.03229 -0.00000 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 5.77468033e+08
0.10716 0.00119 3.36025 -0.00000 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 3.29026391e+08
0.10716 0.00119 2.68820 -0.00000 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.85243275e+08
0.10716 0.00119 2.01615 -0.00000 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.13472476e+08
0.10716 0.00119 1.34410 -0.00000 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.27267027e+08
0.10716 0.00119 0.67205 -0.00000 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.48056761e+08
0.10716 0.00119 -0.00000 -0.00000 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.11569779e+08
0.10716 0.00119 -0.67205 -0.00000 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.48000818e+08
0.10716 0.00119 -1.34410 -0.00000 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.26763367e+08
0.10716 0.00119 -2.01615 -0.00000 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.12689015e+08
0.10716 0.00119 -2.68820 -0.00000 0.73242 0.89395 0.00345 0.00391 -0.00097 -0.00045 4.84403841e+08
